wine_type,wine_category,food_item,food_category,cuisine,description,quality_label,target_bin,split
Cabernet Sauvignon,Red,beef stew,Red Meat,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,fish tacos,Seafood,Indian,Crisp acidity suits seafood.,Excellent,1,train
White Zinfandel,Rosé,beef stew,Red Meat,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,grilled salmon,Seafood,Chinese (Sichuan),Crisp acidity suits seafood.,Neutral,0,train
Nebbiolo,Red,fondue,Cheese,Greek,Idealized perfect pairing example for contrast.,Excellent,1,train
Chardonnay,White,cheese platter,Cheese,Indian,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,bbq brisket,Red Meat,Mexican,Delicate wine overwhelmed by red meat.,Terrible,0,train
Grüner Veltliner,White,cream of mushroom soup,Creamy,Moroccan,Too lean for creamy dish.,Terrible,0,train
Champagne,Sparkling,beef stew,Red Meat,Italian,Heuristic pairing assessment.,Neutral,0,train
Chenin Blanc,White,beef stew,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Merlot,Red,charcuterie board,Salty Snack,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,citrus salad,Acidic,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,caprese salad,Acidic,Indian,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,bbq brisket,Red Meat,Chinese (Sichuan),Delicate wine overwhelmed by red meat.,Poor,0,train
Gewürztraminer,White,beef stew,Red Meat,Argentinian,Heuristic pairing assessment.,Poor,0,train
Sauternes,Dessert,stir-fried tofu,Vegetarian,German,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,cheesecake,Dessert,German,Dry table wine clashes with dessert sweetness.,Neutral,0,train
Ice Wine,Dessert,gazpacho,Acidic,Vietnamese,Acidic wine balances acidic food.,Excellent,1,train
Provence Rosé,Rosé,beef stew,Red Meat,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,grilled ribeye,Red Meat,Mexican,Heuristic pairing assessment.,Good,1,train
Albariño,White,fish tacos,Seafood,Indian,Deliberately bad pairing example for contrast.,Terrible,0,train
Sangiovese,Red,stir-fried tofu,Vegetarian,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,gazpacho,Acidic,Mexican,Acidic wine balances acidic food.,Good,1,train
Cava,Sparkling,beef stew,Red Meat,French,Heuristic pairing assessment.,Poor,0,train
Ice Wine,Dessert,duck à l’orange,Poultry,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,cheese platter,Cheese,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Tempranillo,Red,beef stew,Red Meat,Spanish,Deliberately bad pairing example for contrast.,Terrible,0,train
Syrah/Shiraz,Red,citrus salad,Acidic,Indian,Acidic wine balances acidic food.,Neutral,0,train
Viognier,White,fondue,Cheese,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,lemon tart,Dessert,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Chardonnay,White,citrus salad,Acidic,Vietnamese,Acidic wine balances acidic food.,Excellent,1,train
Torrontés,White,cheese platter,Cheese,Italian,Heuristic pairing assessment.,Good,1,train
Barbera,Red,mac and cheese,Cheese,Italian,Heuristic pairing assessment.,Good,1,train
Merlot,Red,fondue,Cheese,French,Heuristic pairing assessment.,Poor,0,train
Provence Rosé,Rosé,bbq brisket,Red Meat,Thai,Idealized perfect pairing example for contrast.,Excellent,1,train
Zinfandel,Red,roast lamb,Red Meat,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Zinfandel,Red,gazpacho,Acidic,Italian,Acidic wine balances acidic food.,Good,1,train
Cava,Sparkling,cheese platter,Cheese,Greek,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,shrimp scampi,Seafood,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Merlot,Red,beef stew,Red Meat,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Cava,Sparkling,oysters,Seafood,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,caprese salad,Acidic,Thai,Heuristic pairing assessment.,Good,1,train
White Zinfandel,Rosé,mac and cheese,Cheese,Mexican,Heuristic pairing assessment.,Good,1,train
Pinot Noir,Red,fondue,Cheese,Italian,Idealized perfect pairing example for contrast.,Excellent,1,train
Provence Rosé,Rosé,citrus salad,Acidic,Korean,Acidic wine balances acidic food.,Neutral,0,train
Sauvignon Blanc,White,carbonara,Creamy,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Barbera,Red,fondue,Cheese,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Pinot Noir,Red,grilled ribeye,Red Meat,Italian,Heuristic pairing assessment.,Neutral,0,train
Champagne,Sparkling,grilled salmon,Seafood,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,bbq brisket,Red Meat,Chinese (Sichuan),Delicate wine overwhelmed by red meat.,Terrible,0,train
Sauvignon Blanc,White,chocolate mousse,Dessert,Italian,Dry table wine clashes with dessert sweetness.,Neutral,0,train
Provence Rosé,Rosé,gazpacho,Acidic,Korean,Acidic wine balances acidic food.,Excellent,1,train
Sauternes,Dessert,bbq brisket,Red Meat,French,Delicate wine overwhelmed by red meat.,Neutral,0,train
Ice Wine,Dessert,oysters,Seafood,Thai,Tannic reds clash with delicate seafood.,Terrible,0,train
Viognier,White,duck à l’orange,Poultry,Ethiopian,Idealized perfect pairing example for contrast.,Excellent,1,train
Merlot,Red,cheese platter,Cheese,Vietnamese,Idealized perfect pairing example for contrast.,Excellent,1,train
Malbec,Red,roast lamb,Red Meat,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,smoked sausage,Smoky BBQ,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Provence Rosé,Rosé,bbq brisket,Red Meat,Ethiopian,Delicate wine overwhelmed by red meat.,Neutral,0,train
Chardonnay,White,caprese salad,Acidic,Moroccan,Heuristic pairing assessment.,Poor,0,train
Ice Wine,Dessert,charcuterie board,Salty Snack,Greek,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,mushroom risotto,Vegetarian,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Grenache,Red,olives and cheese,Salty Snack,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauvignon Blanc,White,mac and cheese,Cheese,Korean,Heuristic pairing assessment.,Good,1,train
Albariño,White,mushroom risotto,Vegetarian,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Torrontés,White,grilled ribeye,Red Meat,Moroccan,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,shrimp scampi,Seafood,Vietnamese,Deliberately bad pairing example for contrast.,Terrible,0,train
Champagne,Sparkling,grilled ribeye,Red Meat,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Riesling (dry),White,grilled ribeye,Red Meat,French,Heuristic pairing assessment.,Good,1,train
Madeira,Fortified,gazpacho,Acidic,German,Acidic wine balances acidic food.,Excellent,1,train
Merlot,Red,bbq brisket,Red Meat,Middle Eastern,Deliberately bad pairing example for contrast.,Terrible,0,train
Pinot Noir,Red,cheese platter,Cheese,Argentinian,Heuristic pairing assessment.,Poor,0,train
Pinot Noir,Red,gazpacho,Acidic,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,bbq brisket,Red Meat,French,Delicate wine overwhelmed by red meat.,Poor,0,train
Provence Rosé,Rosé,citrus salad,Acidic,Ethiopian,Acidic wine balances acidic food.,Good,1,train
Champagne,Sparkling,beef stew,Red Meat,Ethiopian,Heuristic pairing assessment.,Good,1,train
Grenache,Red,bbq brisket,Red Meat,Japanese,Delicate wine overwhelmed by red meat.,Neutral,0,train
Ice Wine,Dessert,caprese salad,Acidic,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Riesling (dry),White,roast lamb,Red Meat,Spanish,Delicate wine overwhelmed by red meat.,Terrible,0,train
Nebbiolo,Red,carbonara,Pork,Italian,Too lean for creamy dish.,Terrible,0,train
Grüner Veltliner,White,bbq brisket,Red Meat,Spanish,Delicate wine overwhelmed by red meat.,Terrible,0,train
Pinot Noir,Red,chicken curry,Poultry,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,grilled salmon,Seafood,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,mac and cheese,Cheese,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Madeira,Fortified,caprese salad,Acidic,Mexican,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,carbonara,Creamy,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Port,Fortified,citrus salad,Acidic,Middle Eastern,Low-acid wine seems flabby vs acids.,Neutral,0,train
Chenin Blanc,White,citrus salad,Acidic,Indian,Acidic wine balances acidic food.,Good,1,train
Madeira,Fortified,beef stew,Red Meat,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Albariño,White,mac and cheese,Cheese,Greek,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,bbq brisket,Red Meat,Chinese (Sichuan),Delicate wine overwhelmed by red meat.,Neutral,0,train
Pinot Noir,Red,fondue,Cheese,German,Heuristic pairing assessment.,Poor,0,train
Albariño,White,caprese salad,Acidic,Mexican,Heuristic pairing assessment.,Neutral,0,train
Albariño,White,lemon tart,Dessert,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,chocolate mousse,Dessert,French,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,fish tacos,Seafood,Italian,Idealized perfect pairing example for contrast.,Excellent,1,train
Nebbiolo,Red,carbonara,Pork,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,bbq brisket,Red Meat,Greek,Delicate wine overwhelmed by red meat.,Terrible,0,train
Riesling (dry),White,roast lamb,Red Meat,Korean,Delicate wine overwhelmed by red meat.,Neutral,0,train
Madeira,Fortified,roast lamb,Red Meat,Chinese (Sichuan),Delicate wine overwhelmed by red meat.,Terrible,0,train
Zinfandel,Red,cheese platter,Cheese,Thai,Heuristic pairing assessment.,Neutral,0,train
Sauvignon Blanc,White,fondue,Cheese,Thai,Heuristic pairing assessment.,Poor,0,train
Grenache,Red,grilled ribeye,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Madeira,Fortified,beef stew,Red Meat,American BBQ,Heuristic pairing assessment.,Poor,0,train
Champagne,Sparkling,olives and cheese,Salty Snack,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,roast lamb,Red Meat,Moroccan,Delicate wine overwhelmed by red meat.,Neutral,0,train
Grüner Veltliner,White,caprese salad,Acidic,French,Heuristic pairing assessment.,Good,1,train
Grenache,Red,olives and cheese,Salty Snack,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Torrontés,White,grilled ribeye,Red Meat,Mexican,Heuristic pairing assessment.,Poor,0,train
Syrah/Shiraz,Red,citrus salad,Acidic,Chinese (Sichuan),Acidic wine balances acidic food.,Good,1,train
Merlot,Red,caprese salad,Acidic,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,roast lamb,Red Meat,Japanese,Delicate wine overwhelmed by red meat.,Terrible,0,train
Albariño,White,carbonara,Creamy,Thai,Too lean for creamy dish.,Neutral,0,train
Provence Rosé,Rosé,citrus salad,Acidic,German,Acidic wine balances acidic food.,Excellent,1,train
Sauvignon Blanc,White,beef stew,Red Meat,Spanish,Heuristic pairing assessment.,Neutral,0,train
Riesling (dry),White,roast lamb,Red Meat,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Champagne,Sparkling,charcuterie board,Salty Snack,Italian,Idealized perfect pairing example for contrast.,Excellent,1,train
White Zinfandel,Rosé,fondue,Cheese,Argentinian,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,lemon tart,Dessert,Japanese,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.,Poor,0,train
Tempranillo,Red,citrus salad,Acidic,Spanish,Acidic wine balances acidic food.,Neutral,0,train
Merlot,Red,grilled ribeye,Red Meat,Mexican,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,fish tacos,Seafood,Chinese (Sichuan),Tannic reds clash with delicate seafood.,Neutral,0,train
Madeira,Fortified,cheesecake,Dessert,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Chenin Blanc,White,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Gamay (Beaujolais),Red,grilled ribeye,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,French,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,lemon tart,Dessert,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Sangiovese,Red,vegetable curry,Vegetarian,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,citrus salad,Acidic,Vietnamese,Deliberately bad pairing example for contrast.,Terrible,0,train
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Grüner Veltliner,White,chocolate mousse,Dessert,Korean,Dry table wine clashes with dessert sweetness.,Neutral,0,train
Albariño,White,gazpacho,Acidic,Argentinian,Acidic wine balances acidic food.,Good,1,train
Champagne,Sparkling,caprese salad,Acidic,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,charcuterie board,Salty Snack,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,gazpacho,Acidic,American BBQ,Acidic wine balances acidic food.,Excellent,1,train
Cabernet Sauvignon,Red,mac and cheese,Cheese,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Chardonnay,White,alfredo pasta,Creamy,Japanese,Deliberately bad pairing example for contrast.,Terrible,0,train
Gamay (Beaujolais),Red,fondue,Cheese,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauvignon Blanc,White,alfredo pasta,Creamy,French,Too lean for creamy dish.,Terrible,0,train
Cabernet Sauvignon,Red,grilled burger,Smoky BBQ,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,beef stew,Red Meat,Moroccan,Heuristic pairing assessment.,Poor,0,train
Torrontés,White,Thai curry,Spicy,Japanese,Deliberately bad pairing example for contrast.,Terrible,0,train
Torrontés,White,fondue,Cheese,American BBQ,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,gazpacho,Acidic,Korean,Acidic wine balances acidic food.,Excellent,1,train
Malbec,Red,mac and cheese,Cheese,German,Heuristic pairing assessment.,Neutral,0,train
Merlot,Red,olives and cheese,Salty Snack,Argentinian,Idealized perfect pairing example for contrast.,Excellent,1,train
Albariño,White,mushroom risotto,Vegetarian,Japanese,Deliberately bad pairing example for contrast.,Terrible,0,train
Grenache,Red,alfredo pasta,Creamy,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Syrah/Shiraz,Red,mac and cheese,Cheese,Japanese,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,caprese salad,Acidic,Japanese,Heuristic pairing assessment.,Good,1,train
Barbera,Red,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Poor,0,train
Port,Fortified,chocolate mousse,Dessert,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,oysters,Seafood,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Champagne,Sparkling,cheese platter,Cheese,Japanese,Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,cheese platter,Cheese,German,Heuristic pairing assessment.,Poor,0,train
Ice Wine,Dessert,stir-fried tofu,Vegetarian,Argentinian,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,gazpacho,Acidic,Argentinian,Acidic wine balances acidic food.,Excellent,1,train
Grüner Veltliner,White,gazpacho,Acidic,Greek,Acidic wine balances acidic food.,Good,1,train
Merlot,Red,beef stew,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
Torrontés,White,fondue,Cheese,Spanish,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,duck à l’orange,Poultry,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,gazpacho,Acidic,German,Acidic wine balances acidic food.,Good,1,train
Syrah/Shiraz,Red,grilled ribeye,Red Meat,French,Idealized perfect pairing example for contrast.,Excellent,1,train
Albariño,White,gazpacho,Acidic,Middle Eastern,Acidic wine balances acidic food.,Good,1,train
Merlot,Red,cheese platter,Cheese,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Cava,Sparkling,olives and cheese,Salty Snack,Indian,Deliberately bad pairing example for contrast.,Terrible,0,train
Malbec,Red,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Neutral,0,train
Port,Fortified,grilled ribeye,Red Meat,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Champagne,Sparkling,oysters,Seafood,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Viognier,White,gazpacho,Acidic,Indian,Low-acid wine seems flabby vs acids.,Poor,0,train
Grüner Veltliner,White,caprese salad,Acidic,German,Heuristic pairing assessment.,Poor,0,train
